,Nome_UF,co_ibge,Nome_Município,Hub_ind,muni_number
4538,Rio Grande do Sul,4308904,Getúlio Vargas,1.0,4785
4539,Rio Grande do Sul,4322707,Vera Cruz,1.0,5086
4540,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,1.0,5169
4541,Goiás,5203302,Bela Vista de Goiás,0.0,5354
4542,Tocantins,1712801,Maurilândia do Tocantins,0.0,384
4543,Piauí,2211704,Wall Ferraz,0.0,890
4544,Ceará,2305407,Icó,1.0,966
4545,Pernambuco,2605400,Feira Nova,0.0,1524
4546,Alagoas,2701803,Carneiros,0.0,1668
4547,Bahia,2902658,Banzaê,0.0,1859
4548,Bahia,2904803,Caatiba,0.0,1886
4549,Bahia,2914000,Ipirá,1.0,1994
4550,Bahia,2916856,Itatim,0.0,2025
4551,Bahia,2921104,Medeiros Neto,1.0,2081
4552,Minas Gerais,3106200,Belo Horizonte,1.0,2309
4553,Minas Gerais,3145406,Olaria,0.0,2772
4554,Minas Gerais,3150000,Pescador,0.0,2827
4555,Espírito Santo,3203353,Marilândia,0.0,3143
4556,Espírito Santo,3205200,Vila Velha,1.0,3173
4557,São Paulo,3516507,Gabriel Monteiro,0.0,3455
4558,São Paulo,3517901,Guaraci,0.0,3470
4559,Paraná,4107108,Diamante do Norte,0.0,4007
4560,Paraná,4122172,Rio Branco do Ivaí,0.0,4219
4561,Paraná,4126702,Tamboara,0.0,4280
4562,Santa Catarina,4205605,Galvão,0.0,4403
4563,Rio Grande do Sul,4301057,Arroio do Sal,0.0,4627
4564,Rio Grande do Sul,4306767,Eldorado do Sul,0.0,4746
4565,Rio Grande do Sul,4310009,Ibirubá,1.0,4805
4566,Rio Grande do Sul,4319711,São Valentim do Sul,0.0,5020
4567,Mato Grosso do Sul,5006606,Ponta Porã,1.0,5164
4568,Goiás,5207535,Faina,0.0,5406
4569,Rondônia,1101468,Pimenteiras do Oeste,0.0,42
4570,Pará,1504059,Mãe do Rio,1.0,214
4571,Ceará,2300101,Abaiara,0.0,891
4572,Ceará,2306553,Itarema,0.0,980
4573,Paraíba,2512077,Poço de José de Moura,0.0,1391
4574,Pernambuco,2606507,Iati,0.0,1536
4575,Bahia,2902104,Araci,1.0,1852
4576,Minas Gerais,3140803,Matias Barbosa,1.0,2715
4577,Minas Gerais,3146552,Pai Pedro,1.0,2788
4578,Minas Gerais,3162203,São João Batista do Glória,0.0,2968
4579,Espírito Santo,3205069,Venda Nova do Imigrante,1.0,3169
4580,São Paulo,3513850,Dirce Reis,0.0,3420
4581,São Paulo,3520509,Indaiatuba,1.0,3502
4582,São Paulo,3523800,Itobi,0.0,3538
4583,São Paulo,3529807,Mineiros do Tietê,0.0,3602
4584,São Paulo,3532306,Natividade da Serra,0.0,3629
4585,Paraná,4115507,Marumbi,0.0,4125
4586,Santa Catarina,4211850,Ouro Verde,0.0,4488
4587,Rio Grande do Sul,4305850,Coqueiros do Sul,0.0,4721
4588,Goiás,5206800,Damolândia,0.0,5399
4589,Tocantins,1712009,Lajeado,0.0,378
4590,Piauí,2206902,Novo Oriente do Piauí,0.0,806
4591,Piauí,2211407,Várzea Grande,0.0,887
4592,Rio Grande do Norte,2401859,Caiçara do Norte,0.0,1095
4593,Rio Grande do Norte,2411205,Santa Cruz,1.0,1197
4594,Paraíba,2503753,Cajazeirinhas,0.0,1290
4595,Paraíba,2509800,Mulungu,0.0,1366
4596,Pernambuco,2615904,Tuparetama,1.0,1642
4597,Bahia,2916104,Itaparica,1.0,2017
4598,Bahia,2922003,Mucuri,0.0,2091
4599,Bahia,2929602,Sapeaçu,0.0,2190
4600,Minas Gerais,3100500,Açucena,0.0,2248
4601,Minas Gerais,3124807,Estrela do Sul,0.0,2520
4602,Minas Gerais,3131901,Itabirito,0.0,2606
4603,Minas Gerais,3155801,Rio Pomba,1.0,2892
4604,Minas Gerais,3166956,Serranópolis de Minas,0.0,3030
4605,Espírito Santo,3204559,Santa Maria de Jetibá,0.0,3159
4606,Rio de Janeiro,3302270,Japeri,0.0,3209
4607,São Paulo,3524006,Itupeva,0.0,3540
4608,São Paulo,3545159,Saltinho,0.0,3773
4609,Paraná,4101051,Anahy,0.0,3923
4610,Paraná,4107256,Douradina,0.0,4011
4611,Paraná,4120200,Porto Rico,0.0,4191
4612,Santa Catarina,4203709,Canelinha,0.0,4368
4613,Rio Grande do Sul,4304713,Caraá,0.0,4695
4614,Rio Grande do Sul,4304804,Carlos Barbosa,0.0,4696
4615,Rio Grande do Sul,4306734,Doutor Maurício Cardoso,0.0,4744
4616,Rio Grande do Sul,4307807,Estrela,1.0,4764
4617,Rio Grande do Sul,4312658,Não-Me-Toque,0.0,4873
4618,Rio Grande do Sul,4317509,Santo Ângelo,1.0,4979
4619,Rio Grande do Sul,4320206,Seberi,1.0,5027
4620,Rio Grande do Sul,4322533,Vale do Sol,0.0,5082
4621,Rio Grande do Sul,4322806,Veranópolis,1.0,5087
4622,Goiás,5212303,Leopoldo de Bulhões,0.0,5456
4623,Goiás,5214838,Nova Crixás,0.0,5483
4624,Roraima,1400233,Caroebe,1.0,142
4625,Pará,1506203,Salinópolis,0.0,255
4626,Maranhão,2110500,São Bento,0.0,621
4627,Maranhão,2111052,São João do Paraíso,0.0,630
4628,Piauí,2203354,Dirceu Arcoverde,0.0,739
4629,Piauí,2207504,Palmeirais,0.0,814
4630,Ceará,2307700,Maranguape,0.0,995
4631,Ceará,2313401,Tianguá,1.0,1064
4632,Rio Grande do Norte,2403806,Florânia,0.0,1117
4633,Rio Grande do Norte,2404002,Frutuoso Gomes,0.0,1119
4634,Paraíba,2508505,Livramento,0.0,1347
4635,Pernambuco,2610608,Paudalho,0.0,1585
4636,Bahia,2922656,Nordestina,0.0,2100
4637,Bahia,2926806,Rio do Antônio,0.0,2156
4638,Bahia,2930402,Serra Preta,0.0,2200
4639,Bahia,2933174,Varzedo,0.0,2236
4640,Minas Gerais,3114303,Carmo do Paranaíba,0.0,2398
4641,Minas Gerais,3156502,Rubelita,0.0,2900
4642,Espírito Santo,3202405,Guarapari,1.0,3125
4643,Espírito Santo,3202652,Irupi,0.0,3130
4644,São Paulo,3500105,Adamantina,1.0,3267
4645,São Paulo,3511003,Castilho,0.0,3392
4646,São Paulo,3534500,Oscar Bressane,0.0,3655
4647,Paraná,4118402,Paranavaí,1.0,4166
4648,Santa Catarina,4204558,Correia Pinto,0.0,4384
4649,Santa Catarina,4208906,Jaraguá do Sul,1.0,4444
4650,Santa Catarina,4210902,Modelo,0.0,4473
4651,Santa Catarina,4219101,Vargeão,0.0,4594
4652,Rio Grande do Sul,4300471,Almirante Tamandaré do Sul,0.0,4613
4653,Rio Grande do Sul,4302378,Bom Progresso,0.0,4656
4654,Rio Grande do Sul,4306130,Cruzaltense,0.0,4731
4655,Rio Grande do Sul,4313102,Nova Palma,0.0,4885
4656,Rio Grande do Sul,4321105,Tapes,0.0,5046
4657,Mato Grosso,5103809,Figueirópolis D'Oeste,0.0,5225
4658,Goiás,5207352,Edealina,1.0,5403
4659,Rondônia,1101104,Itapuã do Oeste,0.0,36
4660,Tocantins,1701051,Angico,0.0,317
4661,Maranhão,2109106,Presidente Dutra,1.0,599
4662,Maranhão,2111250,São José dos Basílios,0.0,634
4663,Maranhão,2111763,Senador La Rocque,0.0,646
4664,Maranhão,2112456,Turilândia,0.0,658
4665,Paraíba,2509370,Mato Grosso,0.0,1360
4666,Pernambuco,2601052,Araçoiaba,0.0,1476
4667,Bahia,2901502,Anguera,0.0,1844
4668,Bahia,2914505,Irará,0.0,1999
4669,Bahia,2922052,Mulungu do Morro,0.0,2092
4670,Minas Gerais,3109253,Bugre,0.0,2343
4671,Minas Gerais,3117306,Conceição das Alagoas,0.0,2433
4672,Minas Gerais,3128501,Guarará,0.0,2567
4673,Minas Gerais,3151701,Poço Fundo,0.0,2847
4674,Espírito Santo,3205101,Viana,0.0,3170
4675,Rio de Janeiro,3302056,Italva,0.0,3205
4676,São Paulo,3519402,Ibirá,1.0,3489
4677,São Paulo,3527603,Luís Antônio,0.0,3578
4678,São Paulo,3541802,Queiroz,0.0,3736
4679,Paraná,4120606,Prudentópolis,1.0,4197
4680,Santa Catarina,4206405,Guaraciaba,1.0,4411
4681,Santa Catarina,4207502,Indaial,1.0,4424
4682,Mato Grosso do Sul,5006259,Novo Horizonte do Sul,0.0,5159
4683,Goiás,5214861,Nova Glória,0.0,5484
4684,Goiás,5215702,Palmeiras de Goiás,0.0,5496
4685,Goiás,5215801,Palmelo,0.0,5497
4686,Amazonas,1304302,Urucará,0.0,134
4687,Roraima,1400456,Pacaraima,0.0,146
4688,Pará,1506906,Santarém Novo,0.0,265
4689,Maranhão,2112274,Tufilândia,0.0,655
4690,Rio Grande do Norte,2410504,Rafael Fernandes,0.0,1189
4691,Pernambuco,2615409,Toritama,1.0,1637
4692,Bahia,2909406,Cotegipe,0.0,1939
4693,Bahia,2911253,Gavião,0.0,1963
4694,Bahia,2922409,Mutuípe,0.0,2097
4695,Minas Gerais,3105301,Bandeira do Sul,0.0,2301
4696,Espírito Santo,3202801,Itapemirim,0.0,3132
4697,Espírito Santo,3203163,Laranja da Terra,0.0,3138
4698,São Paulo,3539400,Piratininga,0.0,3707
4699,São Paulo,3544202,Riolândia,0.0,3762
4700,São Paulo,3547403,Santa Rita d'Oeste,0.0,3796
4701,Paraná,4103701,Cambé,0.0,3963
4702,Paraná,4109104,Guaporema,0.0,4043
4703,Paraná,4118451,Pato Bragado,0.0,4167
4704,Santa Catarina,4210803,Meleiro,1.0,4471
4705,Rio Grande do Sul,4300406,Alegrete,1.0,4611
4706,Rio Grande do Sul,4304705,Carazinho,1.0,4694
4707,Rio Grande do Sul,4311122,Jaquirana,0.0,4829
4708,Mato Grosso do Sul,5005400,Maracaju,1.0,5152
4709,Amazonas,1301100,Careiro,1.0,91
4710,Pará,1500404,Alenquer,0.0,156
4711,Pará,1505551,Pau D'Arco,0.0,241
4712,Pará,1505635,Piçarra,0.0,243
4713,Pará,1506500,Santa Izabel do Pará,1.0,259
4714,Pará,1508407,Xinguara,1.0,294
4715,Piauí,2205706,Luís Correia,0.0,785
4716,Piauí,2210391,São Miguel do Fidalgo,0.0,869
4717,Ceará,2304350,Forquilha,1.0,948
4718,Ceará,2305308,Ibiapina,1.0,963
4719,Ceará,2312700,Senador Pompeu,0.0,1055
4720,Rio Grande do Norte,2414456,Triunfo Potiguar,0.0,1234
4721,Paraíba,2500502,Alagoinha,0.0,1246
4722,Bahia,2915106,Itagi,0.0,2006
4723,Bahia,2928604,Santo Amaro,0.0,2175
4724,Minas Gerais,3132701,Itambacuri,1.0,2614
4725,Minas Gerais,3155405,Rio Novo,1.0,2888
4726,Espírito Santo,3201308,Cariacica,0.0,3113
4727,São Paulo,3521200,Iporanga,0.0,3510
4728,São Paulo,3552205,Sorocaba,1.0,3848
4729,São Paulo,3554904,Três Fronteiras,0.0,3881
4730,Paraná,4103040,Boa Ventura de São Roque,0.0,3949
4731,Paraná,4111308,Itaúna do Sul,0.0,4072
4732,Paraná,4119202,Pinhalão,0.0,4177
4733,Paraná,4121802,Ribeirão Claro,0.0,4214
4734,Santa Catarina,4204103,Caxambu do Sul,0.0,4373
4735,Santa Catarina,4210506,Maravilha,1.0,4467
4736,Santa Catarina,4215406,Salto Veloso,0.0,4537
4737,Rio Grande do Sul,4302006,Barros Cassal,1.0,4646
4738,Rio Grande do Sul,4305405,Chiapetta,0.0,4711
4739,Rio Grande do Sul,4308052,Faxinalzinho,0.0,4770
4740,Rio Grande do Sul,4308458,Fortaleza dos Valos,0.0,4778
4741,Mato Grosso,5106232,Nova Olímpia,1.0,5260
4742,Rondônia,1100601,Cacaulândia,0.0,29
4743,Amazonas,1301407,Eirunepé,0.0,95
4744,Pará,1501303,Barcarena,0.0,168
4745,Pará,1501956,Cachoeira do Piriá,0.0,180
4746,Maranhão,2102507,Cajari,0.0,494
4747,Paraíba,2509701,Monteiro,1.0,1365
4748,Paraíba,2511707,Pilõezinhos,0.0,1386
4749,Paraíba,2513943,São Domingos do Cariri,0.0,1421
4750,Pernambuco,2601409,Barreiros,0.0,1480
4751,Bahia,2902401,Aurelino Leal,0.0,1856
4752,Bahia,2912004,Ibiassucê,0.0,1973
4753,Bahia,2930105,Senhor do Bonfim,1.0,2196
4754,Minas Gerais,3155207,Rio Espera,0.0,2886
4755,Minas Gerais,3160009,Santo Antônio do Aventureiro,0.0,2942
4756,Minas Gerais,3160504,Santo Antônio do Rio Abaixo,0.0,2948
4757,Minas Gerais,3161106,São Francisco,1.0,2956
4758,São Paulo,3522406,Itapeva,1.0,3523
4759,São Paulo,3542206,Rancharia,1.0,3740
4760,São Paulo,3546801,Santa Isabel,1.0,3790
4761,São Paulo,3555356,Ubarana,0.0,3887
4762,Paraná,4108809,Guaíra,1.0,4039
4763,Rio Grande do Sul,4311304,Lagoa Vermelha,1.0,4836
4764,Mato Grosso do Sul,5004908,Jaraguari,0.0,5146
4765,Mato Grosso do Sul,5007695,São Gabriel do Oeste,1.0,5172
4766,Mato Grosso,5107958,Tangará da Serra,1.0,5309
4767,Goiás,5214408,Nazário,0.0,5478
4768,Rondônia,1101005,Governador Jorge Teixeira,0.0,35
4769,Acre,1200252,Epitaciolândia,0.0,58
4770,Amazonas,1301704,Humaitá,0.0,99
4771,Pará,1502103,Cametá,0.0,182
4772,Piauí,2205805,Luzilândia,0.0,786
4773,Paraíba,2504603,Conde,0.0,1303
4774,Paraíba,2505303,Curral Velho,0.0,1313
4775,Paraíba,2514453,São José dos Ramos,0.0,1429
4776,Paraíba,2516102,Soledade,1.0,1450
4777,Pernambuco,2600609,Alagoinha,0.0,1471
4778,Alagoas,2705705,Olho d'Água das Flores,1.0,1710
4779,Bahia,2928109,Santa Maria da Vitória,1.0,2170
4780,Bahia,2930006,Sebastião Laranjeiras,0.0,2195
4781,Minas Gerais,3125002,Ewbank da Câmara,0.0,2522
4782,Minas Gerais,3133006,Itamonte,0.0,2617
4783,Minas Gerais,3136652,Juatuba,0.0,2662
4784,Minas Gerais,3158904,Santana do Manhuaçu,0.0,2929
4785,Rio de Janeiro,3300100,Angra dos Reis,1.0,3175
4786,São Paulo,3531407,Monte Aprazível,1.0,3618
4787,São Paulo,3545605,Santa Adélia,0.0,3778
4788,São Paulo,3553609,Tapiratiba,0.0,3863
4789,Paraná,4103602,Cambará,0.0,3962
4790,Paraná,4106456,Coronel Domingos Soares,0.0,3997
4791,Paraná,4110300,Inajá,0.0,4059
4792,Paraná,4119608,Pitanga,1.0,4182
4793,Paraná,4122206,Rio Branco do Sul,0.0,4220
4794,Paraná,4126504,Sertanópolis,0.0,4276
4795,Santa Catarina,4217550,Serra Alta,0.0,4571
4796,Rio Grande do Sul,4303608,Cambará do Sul,0.0,4673
4797,Rio Grande do Sul,4306304,David Canabarro,0.0,4733
4798,Rio Grande do Sul,4306403,Dois Irmãos,0.0,4737
4799,Rio Grande do Sul,4312302,Miraguaí,0.0,4860
4800,Mato Grosso,5100508,Alto Paraguai,0.0,5188
4801,Pará,1504752,Mojuí dos Campos,0.0,224
4802,Pará,1507300,São Félix do Xingu,1.0,270
4803,Piauí,2203701,Esperantina,1.0,745
4804,Piauí,2211209,Uruçuí,0.0,884
4805,Ceará,2303303,Cariús,0.0,929
4806,Rio Grande do Norte,2405504,Jardim de Angicos,0.0,1135
4807,Rio Grande do Norte,2409506,Pedra Grande,0.0,1178
4808,Rio Grande do Norte,2413409,Serra Negra do Norte,0.0,1221
4809,Paraíba,2500775,Aparecida,0.0,1252
4810,Pernambuco,2605905,Gameleira,0.0,1530
4811,Pernambuco,2606200,Goiana,1.0,1533
4812,Sergipe,2804409,Neópolis,0.0,1793
4813,Bahia,2912707,Ibirapitanga,0.0,1980
4814,Minas Gerais,3102803,Andrelândia,1.0,2273
4815,Minas Gerais,3132800,Itambé do Mato Dentro,0.0,2615
4816,Minas Gerais,3147402,Paraopeba,1.0,2797
4817,Minas Gerais,3159605,Santa Rita do Sapucaí,1.0,2938
4818,Minas Gerais,3161700,São Gonçalo do Abaeté,0.0,2963
4819,Espírito Santo,3204302,Presidente Kennedy,0.0,3155
4820,Rio de Janeiro,3300159,Aperibé,0.0,3176
4821,Rio de Janeiro,3300936,Carapebus,0.0,3189
4822,São Paulo,3515905,Floreal,1.0,3449
4823,São Paulo,3526001,Junqueirópolis,1.0,3561
4824,São Paulo,3535200,Palmeira d'Oeste,0.0,3663
4825,São Paulo,3545100,Salmourão,0.0,3772
4826,São Paulo,3546108,Santa Clara d'Oeste,0.0,3782
4827,Paraná,4112900,Jundiaí do Sul,0.0,4090
4828,Paraná,4116059,Missal,0.0,4134
4829,Paraná,4119251,Pinhal de São Bento,0.0,4178
4830,Santa Catarina,4206603,Guarujá do Sul,1.0,4413
4831,Rio Grande do Sul,4321006,Tapera,1.0,5045
4832,Mato Grosso,5103452,Denise,0.0,5221
4833,Mato Grosso,5106505,Poconé,0.0,5272
4834,Amazonas,1301951,Itamarati,0.0,103
4835,Roraima,1400605,São Luiz,0.0,149
4836,Tocantins,1705102,Chapada da Natividade,0.0,347
4837,Maranhão,2104107,Fortaleza dos Nogueiras,0.0,522
4838,Maranhão,2108603,Pinheiro,0.0,593
4839,Maranhão,2108801,Pirapemas,0.0,595
4840,Maranhão,2112852,Vila Nova dos Martírios,0.0,663
4841,Piauí,2208502,Porto,0.0,831
4842,Piauí,2210052,São José do Divino,0.0,862
4843,Ceará,2304103,Crateús,1.0,940
4844,Ceará,2305654,Ipaporanga,0.0,969
4845,Pernambuco,2605707,Floresta,1.0,1528
4846,Bahia,2906600,Candiba,0.0,1906
4847,Minas Gerais,3103504,Araguari,1.0,2281
4848,Minas Gerais,3163003,São José da Safira,0.0,2984
4849,Minas Gerais,3166303,Sericita,0.0,3023
4850,Rio de Janeiro,3306107,Valença,1.0,3263
4851,São Paulo,3506359,Bertioga,1.0,3338
4852,São Paulo,3534609,Osvaldo Cruz,1.0,3656
4853,São Paulo,3549300,São João do Pau d'Alho,0.0,3818
4854,São Paulo,3550605,São Roque,1.0,3832
4855,Paraná,4108007,Florestópolis,0.0,4027
4856,Santa Catarina,4217709,Sombrio,1.0,4573
4857,Rio Grande do Sul,4322327,Turuçu,0.0,5075
4858,Goiás,5201405,Aparecida de Goiânia,1.0,5341
4859,Goiás,5215306,Orizona,0.0,5491
4860,Rondônia,1100700,Campo Novo de Rondônia,0.0,30
4861,Tocantins,1703891,Carrasco Bonito,0.0,343
4862,Maranhão,2110708,São Domingos do Maranhão,0.0,624
4863,Ceará,2302800,Canindé,1.0,924
4864,Ceará,2310001,Palhano,0.0,1021
4865,Rio Grande do Norte,2408607,Paraná,0.0,1168
4866,Paraíba,2500304,Alagoa Grande,0.0,1244
4867,Pernambuco,2609907,Ouricuri,1.0,1578
4868,Alagoas,2700201,Anadia,0.0,1651
4869,Alagoas,2703502,Jacuípe,0.0,1687
4870,Sergipe,2801009,Campo do Brito,0.0,1760
4871,Bahia,2907558,Caturama,0.0,1920
4872,Minas Gerais,3140555,Mata Verde,0.0,2712
4873,Minas Gerais,3142601,Monsenhor Paulo,0.0,2735
4874,Minas Gerais,3157708,Santa Juliana,0.0,2917
4875,Minas Gerais,3160306,Santo Antônio do Jacinto,0.0,2945
4876,Minas Gerais,3162708,São João do Paraíso,0.0,2978
4877,Espírito Santo,3204054,Pedro Canário,1.0,3151
4878,São Paulo,3529104,Marinópolis,0.0,3594
4879,São Paulo,3535101,Palmares Paulista,0.0,3662
4880,São Paulo,3554102,Taubaté,1.0,3871
4881,Paraná,4111555,Ivaté,0.0,4075
4882,Santa Catarina,4200051,Abdon Batista,0.0,4311
4883,Rio Grande do Sul,4310553,Itacurubi,0.0,4817
4884,Rio Grande do Sul,4313037,Nova Esperança do Sul,0.0,4882
4885,Rio Grande do Sul,4319158,São Miguel das Missões,0.0,5010
4886,Rio Grande do Sul,4322186,Tupanci do Sul,0.0,5071
4887,Mato Grosso do Sul,5006275,Paraíso das Águas,0.0,5160
4888,Mato Grosso,5102793,Carlinda,1.0,5208
4889,Goiás,5211701,Jandaia,0.0,5448
4890,Goiás,5214903,Nova Roma,0.0,5486
4891,Rondônia,1100254,Presidente Médici,1.0,17
4892,Pará,1501253,Bannach,0.0,167
4893,Pará,1507953,Tailândia,0.0,281
4894,Tocantins,1711902,Lagoa da Confusão,0.0,376
4895,Maranhão,2107308,Nova Iorque,0.0,575
4896,Maranhão,2110039,Santa Luzia do Paruá,1.0,614
4897,Maranhão,2111607,São Raimundo das Mangabeiras,0.0,640
4898,Piauí,2206704,Nazaré do Piauí,1.0,802
4899,Ceará,2307106,Jardim,0.0,986
4900,Ceará,2310852,Pindoretama,0.0,1031
4901,Paraíba,2506301,Guarabira,1.0,1325
4902,Pernambuco,2604007,Carpina,1.0,1508
4903,Pernambuco,2608909,Limoeiro,1.0,1567
4904,Sergipe,2805307,Pirambu,0.0,1803
4905,Sergipe,2807303,Telha,0.0,1823
4906,Bahia,2901353,Andorinha,0.0,1842
4907,Bahia,2910750,Fátima,0.0,1955
4908,Minas Gerais,3130002,Ibituruna,0.0,2583
4909,Minas Gerais,3152709,Prados,0.0,2859
4910,São Paulo,3537701,Piacatu,0.0,3691
4911,Paraná,4111704,Jaboti,0.0,4077
4912,Paraná,4122156,Rio Bonito do Iguaçu,0.0,4218
4913,Paraná,4127304,Terra Rica,0.0,4286
4914,Santa Catarina,4201000,Anita Garibaldi,0.0,4323
4915,Santa Catarina,4208401,Itapiranga,1.0,4438
4916,Rio Grande do Sul,4300851,Arambaré,0.0,4623
4917,Rio Grande do Sul,4301404,Arvorezinha,1.0,4632
4918,Rio Grande do Sul,4317103,Sant'Ana do Livramento,1.0,4974
4919,Mato Grosso do Sul,5007950,Tacuru,0.0,5177
4920,Goiás,5208152,Gameleira de Goiás,0.0,5412
4921,Pará,1503077,Garrafão do Norte,0.0,200
4922,Maranhão,2106755,Miranda do Norte,1.0,568
4923,Piauí,2201739,Betânia do Piauí,0.0,694
4924,Rio Grande do Norte,2409704,Pedro Avelino,0.0,1180
4925,Pernambuco,2602308,Bonito,1.0,1489
4926,Pernambuco,2603306,Calçado,0.0,1499
4927,Pernambuco,2608206,Joaquim Nabuco,0.0,1557
4928,Pernambuco,2615201,Terra Nova,0.0,1635
4929,Bahia,2903805,Boa Vista do Tupim,0.0,1873
4930,Bahia,2924009,Paulo Afonso,1.0,2120
4931,Minas Gerais,3114709,Carvalhópolis,0.0,2403
4932,Minas Gerais,3122009,Divino,1.0,2487
4933,Minas Gerais,3128006,Guanhães,1.0,2561
4934,Minas Gerais,3128402,Guarani,1.0,2566
4935,Minas Gerais,3136108,Joanésia,0.0,2653
4936,Minas Gerais,3136520,José Gonçalves de Minas,0.0,2658
4937,Minas Gerais,3137007,Ladainha,0.0,2667
4938,Minas Gerais,3143302,Montes Claros,1.0,2743
4939,Minas Gerais,3159100,Santana dos Montes,0.0,2932
4940,Minas Gerais,3125507,São Gonçalo do Rio Preto,0.0,2527
4941,Espírito Santo,3201001,Boa Esperança,0.0,3109
4942,Rio de Janeiro,3301504,Cordeiro,1.0,3197
4943,São Paulo,3518404,Guaratinguetá,1.0,3475
4944,São Paulo,3527405,Lucélia,1.0,3576
4945,São Paulo,3532157,Nantes,0.0,3627
4946,São Paulo,3532843,Nova Canaã Paulista,0.0,3636
4947,São Paulo,3546306,Santa Cruz das Palmeiras,0.0,3785
4948,Paraná,4100459,Altamira do Paraná,0.0,3916
4949,Paraná,4108551,Godoy Moreira,0.0,4035
4950,Santa Catarina,4201604,Arroio Trinta,0.0,4331
4951,Rio Grande do Sul,4303707,Campina das Missões,0.0,4675
4952,Rio Grande do Sul,4304614,Canudos do Vale,0.0,4686
4953,Rio Grande do Sul,4305587,Colinas,0.0,4716
4954,Rio Grande do Sul,4306379,Dilermando de Aguiar,0.0,4736
4955,Rio Grande do Sul,4306759,Doutor Ricardo,0.0,4745
4956,Rio Grande do Sul,4311759,Manoel Viana,0.0,4846
4957,Rio Grande do Sul,4318309,São Gabriel,1.0,4991
4958,Rio Grande do Sul,4318465,São José do Herval,0.0,4997
4959,Mato Grosso,5105903,Nobres,1.0,5250
4960,Mato Grosso,5107404,São Pedro da Cipa,0.0,5293
4961,Goiás,5202155,Araguapaz,0.0,5347
4962,Goiás,5205455,Cezarina,0.0,5385
4963,Amazonas,1301803,Ipixuna,0.0,100
4964,Pará,1507706,São Sebastião da Boa Vista,0.0,277
4965,Maranhão,2106359,Marajá do Sena,0.0,560
4966,Maranhão,2109205,Presidente Juscelino,0.0,600
4967,Piauí,2209401,Santo Antônio de Lisboa,0.0,847
4968,Paraíba,2507002,Itaporanga,1.0,1332
4969,Paraíba,2509503,Montadas,1.0,1363
4970,Pernambuco,2608453,Lagoa do Carro,0.0,1561
4971,Sergipe,2802601,Gracho Cardoso,0.0,1775
4972,Bahia,2918100,Jeremoabo,1.0,2040
4973,Bahia,2922607,Nilo Peçanha,0.0,2099
4974,Minas Gerais,3103702,Araponga,0.0,2283
4975,Minas Gerais,3115102,Cássia,1.0,2407
4976,Minas Gerais,3149200,Pedrinópolis,0.0,2818
4977,São Paulo,3514700,Echaporã,0.0,3429
4978,Santa Catarina,4207601,Ipira,0.0,4426
4979,Rio Grande do Sul,4307815,Estrela Velha,0.0,4765
4980,Rio Grande do Sul,4323606,Vista Alegre do Prata,0.0,5098
4981,Goiás,5214804,Nova Aurora,0.0,5482
4982,Goiás,5219738,Santo Antônio de Goiás,0.0,5534
4983,Amazonas,1301605,Fonte Boa,0.0,97
4984,Ceará,2308377,Miraíma,0.0,1003
4985,Ceará,2313203,Tamboril,1.0,1060
4986,Pernambuco,2603009,Cabrobó,1.0,1496
4987,Bahia,2900900,Almadina,0.0,1836
4988,Minas Gerais,3100906,Águas Formosas,0.0,2252
4989,Minas Gerais,3123403,Doresópolis,0.0,2504
4990,Minas Gerais,3140001,Mariana,1.0,2704
4991,Minas Gerais,3140407,Marmelópolis,0.0,2709
4992,Minas Gerais,3165206,São Thomé das Letras,0.0,3008
4993,São Paulo,3500709,Agudos,1.0,3274
4994,São Paulo,3527801,Lupércio,0.0,3580
4995,São Paulo,3536802,Pedra Bela,0.0,3681
4996,São Paulo,3541109,Presidente Alves,0.0,3728
4997,Paraná,4111258,Itaperuçu,0.0,4071
4998,Santa Catarina,4207809,Irani,0.0,4431
4999,Rio Grande do Sul,4306429,Dois Irmãos das Missões,0.0,4738
5000,Rio Grande do Sul,4318614,São José do Sul,0.0,5002
5001,Rio Grande do Sul,4320354,Sentinela do Sul,0.0,5032
5002,Mato Grosso,5107578,Rondolândia,0.0,5294
5003,Goiás,5208905,Goiás,0.0,5419
5004,Goiás,5209952,Indiara,0.0,5431
5005,Goiás,5221197,Terezópolis de Goiás,0.0,5553
5006,Goiás,5222302,Vila Propício,0.0,5568
5007,Maranhão,2105658,Junco do Maranhão,0.0,547
5008,Maranhão,2110302,Santo Antônio dos Lopes,0.0,619
5009,Piauí,2209906,São João da Serra,0.0,858
5010,Rio Grande do Norte,2414605,Upanema,0.0,1236
5011,Rio Grande do Norte,2414704,Várzea,0.0,1237
5012,Paraíba,2500700,São João do Rio do Peixe,1.0,1250
5013,Bahia,2903706,Boa Nova,0.0,1872
5014,Minas Gerais,3106903,Bicas,1.0,2317
5015,Minas Gerais,3142106,Miradouro,0.0,2729
5016,Minas Gerais,3171709,Virgínia,0.0,3091
5017,São Paulo,3505104,Barbosa,0.0,3324
5018,São Paulo,3507001,Boituva,1.0,3345
5019,São Paulo,3521002,Iperó,0.0,3507
5020,São Paulo,3541604,Promissão,0.0,3733
5021,Paraná,4109500,Guaraqueçaba,0.0,4047
5022,Paraná,4117271,Nova Tebas,0.0,4152
5023,Paraná,4117602,Palmas,1.0,4158
